disease_name,name_length
杓状会厌褶边缘区恶性肿瘤,12
杜波依西变种组织胞浆菌病,12
持久的躯体形式的疼痛障碍,12
有机粉尘引起的过敏性肺炎,12
新生儿其他特指的大脑障碍,12
累及内脏的类风湿性关节炎,12
成血管细胞性脑(脊)膜瘤,12
手术后会阴部静脉回流障碍,12
手术后成人呼吸窘迫综合症,12
手术后甲状旁腺功能减退症,12
持续的躯体形式的疼痛障碍,12
播散性复发性漏斗部毛囊炎,12
操作后甲状旁腺功能减退症,12
新生儿其他的细菌性脓毒症,12
有机溶剂引起的中毒性肾病,12
新生儿后天性脑室周围囊肿,12
新生儿短暂性代谢性酸中毒,12
新生儿肠毒性大肠杆菌肠炎,12
新生儿铜绿假单胞菌败血症,12
日本血吸虫引起的血吸虫病,12
明科夫斯基-消法尔综合征,12
晚期先天性梅毒性多神经病,12
普通易变型无丙球蛋白血症,12
磷酸丙糖异构酶缺乏性贫血,12
镇静剂或催眠剂依赖综合征,12
肛门和直肠其他特指的疾病,12
镇癫痫药和镇静催眠药中毒,12
转移性成纤维细胞性骨肉瘤,12
转移性梭形细胞型恶性肿瘤,12
转移性神经节神经母细胞瘤,12
转移性细支气管-肺泡腺癌,12
输卵管和子宫韧带良性肿瘤,12
酒精所致的精神和行为障碍,12
锁骨上淋巴结继发恶性肿瘤,12
锁骨下淋巴结继发恶性肿瘤,12
成人型进行性脊髓性肌萎缩,12
转移性少突神经胶质细胞瘤,12
阻塞性睡眠呼吸暂停综合征,12
阿片样物质受体拮抗剂中毒,12
阿片类药所致的遗忘综合征,12
非丝虫性睾丸鞘膜乳糜囊肿,12
非丝虫性睾丸鞘膜乳靡囊肿,12
非白血性淋巴细胞性白血病,12
非精神病性脑外伤后综合征,12
骶动态未定或动态未知肿瘤,12
转移性微乳头状移行细胞癌,12
转移性子宫内膜样腺纤维瘤,12
肩胛骨和上肢长骨良性肿瘤,12
舌根和咽部及喉部恶性肿瘤,12
胸和骨盆的其他骨折后遗症,12
胸壁结缔组织动态未定肿瘤,12
胸骨旁淋巴结继发恶性肿瘤,12
脾红髓弥漫小B细胞淋巴瘤,12
腋下结缔组织动态未定肿瘤,12
舌下腺及下颌下腺恶性肿瘤,12
舌前三分之二背面恶性肿瘤,12
舌前三分之二腹面恶性肿瘤,12
苯丙胺类兴奋剂依赖综合征,12
转移性乳头状黏液性囊腺癌,12
营养代谢疾病所致精神障碍,12
蒂比耶日-魏森巴赫综合征,12
衣原体性女性盆腔炎性疾病,12
赫伯登结节(伴有关节病),12
躯干周围神经动态未定肿瘤,12
躯干结缔组织动态未定肿瘤,12
躯干自主神经动态未定肿瘤,12
转移性乳头状浆液性囊腺癌,12
成人迟发自身免疫性糖尿病,12
睑痉挛-口下颌肌张力障碍,12
成人T细胞白血病/淋巴瘤,12
使用酒精引起的精神性障碍,12
产褥期血液和造血器官疾病,12
人格解体-现实解体综合征,12
会厌后面(喉面)恶性肿瘤,12
会阴结缔组织动态未定肿瘤,12
使用烟草引起的依赖综合征,12
使用烟草引起的精神性障碍,12
使用烟草引起的遗忘综合征,12
使用酒精引起的依赖综合征,12
使用酒精引起的遗忘综合征,12
产褥期中麻醉的心脏并发症,12
共济失调性毛细血管扩张症,12
冠状动脉粥样硬化性心脏病,12
反应性嗜酸性粒细胞增多症,12
反应性气道功能障碍综合征,12
可卡因所致的精神病性障碍,12
可逆性后部白质脑病综合征,12
同种异质移植型卡波西肉瘤,12
呼吸系统其他部位的原位癌,12
产褥期中麻醉的肺部并发症,12
产褥期中麻醉的其他并发症,12
四肢的其他特指先天性畸形,12
与结核有关的肺尘埃沉着病,12
慢性鼓窦隐窝化脓性中耳炎,12
EB病毒性单核细胞增多症,12
Helveston综合征,12
Moulin线状皮肤萎缩,12
X连锁淋巴组织增生性疾病,12
三发性甲状旁腺功能亢进症,12
与严重缺陷有关的免疫缺陷,12
与人工授精有关特指并发症,12
与迷信巫术相关的精神障碍,12
产程和分娩期间麻醉并发症,12
主动脉瓣三尖瓣联合瓣膜病,12
乙丙丁混合型肝炎后肝硬化,12
二尖瓣主动脉瓣联合瓣膜病,12
二硫化碳刺激性接触性皮炎,12
亚急性重型丙型病毒性肝炎,12
亚急性重型戊型病毒性肝炎,12
产伤引起的热带毛孢子菌病,12
产程和分娩并发脐带并发症,12
咖啡因所致的精神病性障碍,12
与不排卵有关的女性不孕症,12
四肢骨和关节软骨恶性肿瘤,12
慢性溃疡性直肠乙状结肠炎,12
弥漫性中心母细胞性淋巴瘤,12
弥漫性大细胞无核裂淋巴瘤,12
弥漫性小核裂细胞性淋巴瘤,12
弥漫性小细胞无核裂淋巴瘤,12
弥漫性皮肤肥大细胞增生病,12
弥漫性进行性骨化性多肌炎,12
慢性活动型乙型病毒性肝炎,12
慢性活动性丙型病毒性肝炎,12
慢性特发性组织细胞增生症,12
常染色体显性遗传朊蛋白病,12
慢性甲状腺功能亢进性肌病,12
慢性系膜增殖性肾小球肾炎,12
慢性膜性增殖性肾小球肾炎,12
慢性迁延型乙型病毒性肝炎,12
慢性重型混合型病毒性肝炎,12
慢性重型重叠型病毒性肝炎,12
垂体性嗜碱性粒细胞增多症,12
慢性黄疸型丙型病毒性肝炎,12
幼年骨软骨病性髋关节畸形,12
慢性迁延性丙型病毒性肝炎,12
布沙尔结节(伴有关节病),12
妊娠合并脊髓灰质炎后遗症,12
左心室前壁心尖假性室壁瘤,12
妊娠合并先天性脑血管畸形,12
妊娠合并子宫韧带良性肿瘤,12
妊娠合并宫颈非典型性增生,12
妊娠合并急性传染性肠胃炎,12
妊娠合并抗磷脂抗体综合征,12
妊娠合并泌尿生殖系统疾病,12
妊娠合并多发性颅神经疾病,12
妊娠合并营养不良性糖尿病,12
妊娠期间麻醉的肺部并发症,12
富于T细胞的B细胞淋巴瘤,12
妊娠期伴原有的1型糖尿病,12
婴儿暂时低丙种球蛋白血症,12
妊娠合并多发性脑神经疾病,12
妊娠期伴原有的2型糖尿病,12
妊娠期间麻醉的其他并发症,12
妊娠期间麻醉的心脏并发症,12
眶周围神经动态未定肿瘤,11
继发性全身性淀粉样变性,11
绝经后卵巢可扪及综合征,11
纵隔淋巴结继发恶性肿瘤,11
累及多个腺体的良性肿瘤,11
累及多个腺体的恶性肿瘤,11
累及全身类风湿性关节炎,11
粘液水肿型地方性呆小病,11
碘原性甲状腺功能亢进症,11
睾丸雄激素生物合成障碍,11
眼睑盘形红斑狼疮性皮炎,11
直肠阴道隔继发恶性肿瘤,11
眼前段其他的先天性畸形,11
眼内透镜的机械性并发症,11
眼其他特指的先天性畸形,11
继发性甲状腺功能减退症,11
眼后段其他的先天性畸形,11
肩结缔组织动态未定肿瘤,11
翻转型移行细胞乳头状瘤,11
翼腭窝结缔组织恶性肿瘤,11
胸壁结缔组织交界性肿瘤,11
直肠旁结缔组织良性肿瘤,11
胸壁淋巴结继发恶性肿瘤,11
胸内淋巴结继发恶性肿瘤,11
胫骨结节幼年型骨软骨病,11
胫骨上段幼年型骨软骨病,11
背部结缔组织交界性肿瘤,11
肱骨小头剥脱性骨软骨炎,11
肩胛区结缔组织良性肿瘤,11
肩胛区结缔组织恶性肿瘤,11
肥胖相关性肾小球肥大症,11
肛门直肠连接部恶性肿瘤,11
肘关节慢性化脓性骨髓炎,11
耻骨联合幼年型骨软骨病,11
翼腭窝结缔组织良性肿瘤,11
直肠阴道隔结缔组织肿瘤,11
油和植物精质引起的肺炎,11
直肠子宫陷凹交界性肿瘤,11
永存原发性玻璃体增生症,11
橡皮膏变应性接触性皮炎,11
柯萨奇病毒急性支气管炎,11
查加斯病引起的巨食管症,11
染色体异常所致精神障碍,11
极度肥胖伴低通气综合征,11
杓状会厌褶动态未定肿瘤,11
杀虫剂变应性接触性皮炎,11
有症状的早期先天性梅毒,11
有机化合物所致精神障碍,11
有害气体中毒后精神障碍,11
暴发型流行性脑脊髓膜炎,11
晶体诱发性虹膜睫状体炎,11
普通型流行性脑脊髓膜炎,11
晚期先天性梅毒性脑膜炎,11
胸部脊髓中央损伤综合征,11
氯胺酮所致的遗忘综合征,11
泌尿生殖系结核的后遗症,11
直肠乙状结肠交界处肿瘤,11
泌尿生殖系统交界性肿瘤,11
盆腔结缔组织交界性肿瘤,11
盆腔淋巴结继发恶性肿瘤,11
男性生殖器官先天性畸形,11
男性生殖器官交界性肿瘤,11
甲状腺功能减退性心脏病,11
甲状腺功能减退性关节炎,11
甲状腺功能亢进性突眼症,11
甲状腺功能亢进性心脏病,11
甲庚混合型肝炎后肝硬化,11
烟草所致的精神病性障碍,11
渗出性盘状及苔癣样皮炎,11
消化系统其他特指的疾病,11
消化器官继发性恶性肿瘤,11
洛奴瓦-邦索德腺脂瘤病,11
法特壶壶腹周围恶性肿瘤,11
胸椎间盘突出伴神经根病,11
酒精所致的精神病性障碍,11
胸骨后结缔组织良性肿瘤,11
非特异性肠系膜淋巴结炎,11
非感染性胃肠炎和结肠炎,11
非家族性低丙球蛋白血症,11
非大疱型红皮病型鱼鳞病,11
非典型性脉络丛乳头状瘤,11
非典型性胚胎样/杆状瘤,11
非典型性纤维组织细胞瘤,11
非传染性肝炎相关性肾病,11
难治性中性粒细胞减少症,11
降结肠乙状结肠恶性肿瘤,11
闭塞性周围动脉粥样硬化,11
镇静剂或催眠剂急性中毒,11
锁骨上结缔组织良性肿瘤,11
链球菌感染后肾小球肾炎,11
酒精性肝纤维化和肝硬化,11
近乳头性脉络膜视网膜炎,11
非浸润性导管内乳头状癌,11
非白血性单核细胞白血病,11
输卵管起因的女性不孕症,11
非自身免疫性溶血性贫血,11
施皮格尔迈尔-沃格特病,11
麦克尔-格鲁贝尔综合征,11
髌骨外侧过度挤压综合征,11
髋关节创伤后骨化性肌炎,11
骶骨淋巴结继发恶性肿瘤,11
骶结缔组织动态未定肿瘤,11
骶前结缔组织交界性肿瘤,11
饮食性叶酸盐缺乏性贫血,11
颞下凹结缔组织良性肿瘤,11
颏下淋巴结继发恶性肿瘤,11
革兰阳性杆菌性心内膜炎,11
面颈部毛囊性红斑黑变病,11
面部淋巴结继发恶性肿瘤,11
面结缔组织动态未定肿瘤,11
非运动诱发性肌张力障碍,11
输尿管的其他先天性畸形,11
输卵管的子宫内膜异位症,11
脾门淋巴结继发恶性肿瘤,11
苍白球黑质红核色素变性,11
自身免疫性胰岛素受体病,11
自身免疫性肝炎后肝硬化,11
自然杀伤/T细胞淋巴瘤,11
臀部结缔组织交界性肿瘤,11
臀结缔组织动态未定肿瘤,11
膝关节慢性化脓性骨髓炎,11
膈上淋巴结继发恶性肿瘤,11
腰骶椎间盘突出伴脊髓病,11
腰部结缔组织交界性肿瘤,11
腰结缔组织动态未定肿瘤,11
腰椎间盘突出伴神经根病,11
腮腺淋巴结继发恶性肿瘤,11
腐蚀剂刺激性接触性皮炎,11
腋窝淋巴结继发恶性肿瘤,11
腋下淋巴结继发恶性肿瘤,11
自身免疫性胰岛素综合征,11
苯丙胺类兴奋剂急性中毒,11
轻度马罗托-拉米综合征,11
营养性巨幼红细胞性贫血,11
转移性胚胎性横纹肌肉瘤,11
转移性肾上腺皮质细胞癌,11
转移性混合性生殖细胞瘤,11
转移性成感觉神经细胞瘤,11
转移性子宫内膜间质肉瘤,11
转移性大细胞髓母细胞瘤,11
转移性周围性神经外胚瘤,11
转移性乳头状鳞状细胞癌,11
转移性乳头状移行细胞癌,11
转移性乳头状滤泡性腺癌,11
贲门淋巴结继发恶性肿瘤,11
谷胱甘肽代谢紊乱性贫血,11
蓝色橡皮大疱性痣综合征,11
营养缺乏引起的多神经病,11
营养性疾病引起的心肌病,11
早期或晚期的潜伏性梅毒,11
髂腰肌结缔组织良性肿瘤,11
新生儿阴沟肠杆菌败血症,11
医源性甲状腺功能减退症,11
单骨性骨纤维异样增殖症,11
单纯性大疱性表皮松解症,11
单核细胞样B细胞淋巴瘤,11
单克隆免疫球蛋白沉积病,11
单一性促性腺激素缺乏症,11
十二指肠及空肠恶性肿瘤,11
十二指肠动脉压迫综合征,11
医源性甲状腺功能亢进症,11
妊娠合并自身免疫性肝炎,11
匐行穿孔性弹性组织变性,11
劳恩-加农-莱文综合征,11
副肿瘤相关性边缘叶脑炎,11
副肿瘤相关性周围神经病,11
副流感病毒急性支气管炎,11
出血性黄疸钩端螺旋体病,11
冠状动脉搭桥术后并发症,11
卡萨巴赫-梅里特综合征,11
双胎反向动脉灌注综合征,11
可卡因所致的遗忘综合征,11
史蒂文斯-约翰逊综合征,11
妊娠合并系统性红斑狼疮,11
妊娠合并甲状腺功能障碍,11
妊娠合并子宫内膜异位症,11
妊娠合并再生障碍性贫血,11
妊娠合并先天性脊柱畸形,11
妊娠合并丁型病毒性肝炎,11
妊娠合并Graves病,11
复发性淋巴细胞性脑膜炎,11
复发性坏死性黏膜腺周炎,11
四肢动脉的动脉粥样硬化,11
嗜酸性粒细胞增多性皮病,11
咖啡因所致的遗忘综合征,11
吸入胃分泌物引起的肺炎,11
同种免疫无关的胎儿水肿,11
同种免疫引起的胎儿水肿,11
共济失调-手笨拙综合征,11
光线性类网状细胞增多症,11
假性甲状旁腺功能减退症,11
三环和四环抗抑郁药中毒,11
三尖瓣的其他先天性畸形,11
X连锁无丙种球蛋白血症,11
X-连锁淋巴增生性疾病,11
X-连锁无丙球蛋白血症,11
IVIG无应答型川崎病,11
Gitelman综合征,11
GM3神经节苷脂沉积症,11
GM2神经节苷脂贮积症,11
GM1神经节苷脂贮积症,11
Cantrell综合征,11
22号染色体缺如综合征,11
B族链球菌性先天性肺炎,11
B-前淋巴细胞性白血病,11
4-氨基苯酚衍生物中毒,11
新生儿甲状腺功能减退症,11
三日疟原虫疟疾伴有肾病,11
与人工授精有关的并发症,11
促结缔组织增生性纤维瘤,11
主动脉的其他先天性畸形,11
促结缔组织增生型导管癌,11
代谢性疾病引起的心肌病,11
产褥期泌尿生殖系统疾病,11
产褥期其他的静脉并发症,11
产后纤维蛋白原缺乏血症,11
产伤引起的克隆普克麻痹,11
亚急性非化脓性甲状腺炎,11
亚急性血行播散型肺结核,11
亚急性肉芽肿性甲状腺炎,11
亚急性淋巴细胞性白血病,11
亚急性巨细胞性甲状腺炎,11
亚临床甲状腺功能亢进症,11
二尖瓣三尖瓣联合瓣膜病,11
乙丙混合型肝炎后肝硬化,11
乙丁混合型肝炎后肝硬化,11
妊娠合并线状IgM皮病,11
GM3神经节苷脂贮积症,11
妊娠合并输卵管卵巢囊肿,11
慢性髓单核细胞性白血病,11
慢性重度丙型病毒性肝炎,11
慢性运动或发声抽动障碍,11
慢性轻度乙型病毒性肝炎,11
慢性轻度丙型病毒性肝炎,11
慢性肺荚膜组织胞浆菌病,11
慢性结节性耳轮软骨皮炎,11
慢性粘连性渗出性心包炎,11
慢性粒单核细胞性白血病,11
慢性化脓性缩窄性心包炎,11
慢性冷性血细胞凝集素病,11
慢性乳头状溃疡性脓皮病,11
慢性乙型丁型病毒性肝炎,11
慢性中性粒细胞性白血病,11
慢性中度乙型病毒性肝炎,11
慢性中度丙型病毒性肝炎,11
